"Date","Open","High","Low","Close","Volume"
"2016-04-08",36.34,37.058,35.449,36.227,39237
"2016-04-07",36.676,37.111,35.779,35.819,28610
"2016-04-06",35.997,37.098,35.997,36.854,32698
"2016-04-05",35.159,36.537,35.159,36.3,27027
"2016-04-01",35.878,36.274,34.823,35.509,41225
"2016-03-31",35.746,37.058,35.449,36.3,47869
"2016-03-30",33.893,37.25,33.893,35.898,57750
"2016-03-29",33.8,34.275,33.438,33.866,26553
"2016-03-28",33.253,34.631,33.253,34.097,53043
"2016-03-25",32.514,33.603,32.514,33.405,28345
"2016-03-24",33.082,33.154,32.646,32.712,25501
"2016-03-23",32.983,33.438,32.983,33.266,16887
"2016-03-22",33.504,33.675,33.108,33.207,33469
"2016-03-21",33.636,34.427,33.484,33.84,40311
"2016-03-18",32.976,34.031,32.739,33.405,39144
"2016-03-17",32.27,32.976,32.231,32.686,25736
"2016-03-16",32.059,33.207,32.053,32.244,21306
"2016-03-15",31.657,32.719,31.459,32.673,24271
"2016-03-14",31.314,32.244,31.307,31.908,23589
"2016-03-11",31.281,31.294,30.668,30.971,10863
"2016-03-10",31.697,32.02,31.182,31.321,18340
"2016-03-09",31.987,32.158,31.584,31.683,11961
"2016-03-08",32.811,32.811,31.05,32.349,22067
"2016-03-07",32.462,33.174,32.462,32.838,27896
"2016-03-04",31.697,32.521,31.327,32.396,38589
"2016-03-03",32.053,32.185,31.71,31.789,25131
"2016-03-02",30.483,32.185,30.463,32.053,31722
"2016-03-01",29.797,30.72,29.547,30.674,22920
"2016-02-29",30.331,30.47,29.019,29.665,26133
"2016-02-26",30.358,30.786,29.678,30.312,23449
"2016-02-25",32.785,32.785,30.107,30.206,35129
"2016-02-24",32.382,32.877,32.132,32.785,16781
"2016-02-23",33.306,33.359,32.376,32.626,21572
"2016-02-22",32.587,33.424,32.587,33.246,22778
"2016-02-19",32.547,32.679,32.303,32.58,15330
"2016-02-18",32.646,33.101,32.514,32.528,25865
"2016-02-17",32.316,32.739,32.033,32.528,24624
"2016-02-16",31.657,32.607,31.65,32.534,31415
"2016-02-15",30.338,32.237,30.114,31.4,24804
"2016-02-05",31.492,31.571,31.169,31.354,19557
"2016-02-04",30.879,31.525,30.879,31.36,18663
"2016-02-03",30.575,30.984,30.437,30.866,14602
"2016-02-02",30.008,30.971,30.008,30.964,21384
"2016-02-01",30.338,30.569,29.698,29.876,18666
"2016-01-29",29.467,30.727,29.467,30.569,27936
"2016-01-28",30.846,30.846,29.382,29.672,27741
"2016-01-27",31.657,32.119,30.008,31.176,35670
"2016-01-26",33.84,34.229,31.591,31.809,32806
"2016-01-25",34.097,34.803,34.097,34.42,16448
"2016-01-22",33.636,34.097,33.095,33.899,17832
"2016-01-21",33.959,34.922,33.095,33.233,20694
"2016-01-20",34.757,35.278,34.295,34.638,24049
"2016-01-19",33.728,35.021,33.504,34.823,25609
"2016-01-18",32.976,34.361,32.574,33.728,24703
"2016-01-15",35.344,35.614,33.451,33.701,29569
"2016-01-14",34.13,35.772,33.306,35.647,29773
"2016-01-13",36.063,36.274,34.691,34.803,24785
"2016-01-12",35.344,36.142,34.955,35.786,25555
"2016-01-11",37.296,37.797,35.304,35.311,39700
"2016-01-08",38.417,39.241,35.614,38.166,48988
"2016-01-07",40.758,40.758,37.329,37.368,12167
"2016-01-06",41.24,41.55,39.908,41.345,39052
"2016-01-05",39.703,41.939,39.505,41.233,62415
"2016-01-04",45.019,46.061,40.831,40.831,52327
"2015-12-31",45.296,46.819,45.065,45.368,51539
"2015-12-30",44.518,46.595,43.825,45.777,58813
"2015-12-29",43.007,44.471,43.007,44.346,38876
"2015-12-28",45.045,45.045,43.199,43.218,55259
"2015-12-25",44.715,45.342,43.515,44.795,57173
"2015-12-24",46.166,46.173,44.386,44.63,80737
"2015-12-23",46.958,50.044,46.153,47.017,117052
"2015-12-22",47.485,48.132,44.979,46.153,145601
"2015-12-21",40.56,44.465,40.56,44.465,63514
"2015-12-18",39.67,40.64,39.571,40.422,54179
"2015-12-17",39.558,40.244,39.387,39.611,39650
"2015-12-16",39.492,40.145,39.024,39.149,29742
"2015-12-15",38.562,39.888,38.503,39.485,42614
"2015-12-14",37.705,38.569,37.599,38.562,20680
"2015-12-11",38.885,38.885,37.922,38.054,24980
"2015-12-10",38.621,39.881,38.516,38.885,39831
"2015-12-09",38.912,39.057,38.351,38.707,28791
"2015-12-08",38.918,39.637,38.582,39.136,49618
"2015-12-07",37.072,39.835,36.867,39.571,77993
"2015-12-04",37.065,37.25,36.821,36.894,16126
"2015-12-03",37.131,37.428,36.927,37.25,23666
"2015-12-02",36.438,37.263,36.274,37.184,20336
"2015-12-01",36.274,36.979,36.023,36.61,21715
"2015-11-30",36.9,37.131,34.737,36.234,36183
"2015-11-27",38.951,39.096,36.551,36.894,43654
"2015-11-26",39.558,39.644,38.931,38.951,26560
"2015-11-25",38.72,39.505,38.714,39.274,32184
"2015-11-24",38.727,38.912,38.338,38.892,19237
"2015-11-23",38.905,39.288,38.516,38.701,24067
"2015-11-20",39.175,39.228,38.78,38.978,36980
"2015-11-19",39.044,39.189,38.694,39.143,21548
"2015-11-18",39.294,39.538,38.806,38.852,20953
"2015-11-17",39.703,40.152,39.162,39.235,32103
"2015-11-16",38.45,39.571,38.397,39.525,28062
"2015-11-13",39.571,40.132,39.307,39.321,27355
"2015-11-12",40.495,40.811,39.571,39.927,35723
"2015-11-11",40.64,40.818,39.901,40.448,32210
"2015-11-10",40.343,41.649,40.165,40.64,46044
"2015-11-09",39.11,41.055,38.918,40.646,64761
"2015-11-06",38.582,39.307,38.582,39.169,39517
"2015-11-05",39.499,39.67,38.569,38.747,56347
"2015-11-04",37.962,39.044,37.725,38.991,44018
"2015-11-03",38.206,38.615,37.382,37.586,27345
"2015-11-02",37.916,39.472,37.626,38.239,38393
"2015-10-30",38.714,38.905,37.955,38.232,25605
"2015-10-29",38.912,39.367,38.226,38.661,31163
"2015-10-28",40.033,40.033,38.734,38.753,45078
"2015-10-27",38.331,40.626,37.903,40.026,78427
"2015-10-26",40.224,40.442,38.325,38.701,89632
